nombre_final,total_docs,riesgo_cronico,riesgo_agudo,microbiota,beneficio,evidencia_humana
Methyl glucoside-coconut oil ester,0.7752628389608003,0.8072125325350595,0.7519872024945793,-0.13605572876250271,0.7785820595585299,0.4871409690302543
Sodium nitrate,0.7101301430080822,1.274186849497672,0.534645194260537,0.743220140315051,0.7462481246290716,0.5974188096523738
Dicalcium phosphate,0.5825750774795289,0.01395278449021604,0.5419013685765821,-0.031234427434799022,0.44054148247648195,0.5941539265770988
Neutral methacrylate copolymer,-1.3188433366918477,-0.7070318748913621,-0.9705322375809257,-0.7872651323057321,-1.008318181723272,-0.9904085750728697
Mineral oil high viscosity,1.215639369239872,1.3545294684502578,1.3600812310335766,1.1736461434143692,1.1665160843776492,1.1946303142569408
Zinc acetate,0.6764057810836723,0.6060839049572835,0.5272481145855422,0.41761543854343625,0.7535071848192204,0.694348838290103
Sodium ferrocyanide,-0.4292994712330726,-0.7070318748913621,-0.9705322375809257,-0.7872651323057321,-0.33004969588012495,-0.7539222296529046
white and yellow beeswax,-0.48143585149614637,-0.6029306799322486,-0.35743676782955225,-0.7872651323057321,-0.3782211421231877,-0.5174358842329394
Oligoesters of sucrose type I,-1.4499261535707086,-1.1045778570668279,-0.9705322375809257,-0.7872651323057321,-1.2416494556514401,-1.226894920492835
Dehydroacetic acid,0.008389639415549623,-0.1764202876857494,-0.13352670665376049,-0.7872651323057321,-0.23320846744543122,-0.11530510968279677
Polyoxyethylene sorbitan monostearate,-0.7221060164582147,-0.40042702113429596,-0.5520294721173432,-0.7872651323057321,-0.8718281362297977,-1.226894920492835
Copper complexes of chlorophyllins,-1.4499261535707086,-0.8537542684995382,-0.9705322375809257,-0.7872651323057321,-1.2416494556514401,-1.226894920492835
ammonium persulfate,0.50892781539036,0.3709277828345327,0.7081529643090982,-0.7872651323057321,0.3727377176366105,0.39785252374370844
Partially hydrolyzed lecithin,-0.7776634869010058,-1.1045778570668279,-0.9705322375809257,-0.7872651323057321,-0.8718281362297977,-0.8520729310695998
Monopotassium phosphate,-0.2782129547689939,-0.40042702113429596,-0.706486390898014,-0.7872651323057321,-0.21678443589758375,-0.37910024022966937
Alitame,-0.4028937801677567,-0.7070318748913621,-0.4424405442151025,-0.7872651323057321,-0.6384968623016296,-0.2809495388129742
Cross-linked sodium carboxymethylcellulose,-0.9636729642564194,-1.1045778570668279,-0.9705322375809257,-0.7872651323057321,-1.008318181723272,-0.8520729310695998
Calcium formiate,-1.0449204070636893,-1.1045778570668279,-0.9705322375809257,-0.7872651323057321,-1.2416494556514401,-1.226894920492835
Stearyl citrate,-0.9636729642564194,-0.8537542684995382,-0.9705322375809257,-0.4616604305341174,-1.2416494556514401,-0.7539222296529046
Monostarch phosphate,-1.0947557811352802,-0.8537542684995382,-0.9705322375809257,-0.4616604305341174,-1.008318181723272,-1.226894920492835
DL-Alpha-tocopherol,0.31647605868575446,0.49876613817574894,0.17065492553627093,-0.13605572876250271,0.7987937639424801,0.3889902676135591
Chlorophylls,0.9849494544241302,0.6540033233992215,0.5490219054927337,0.5704820541988921,1.1995795280900337,0.5504654675363818
Enzymatically produced steviol glycosides,-0.6747105785351766,-0.7070318748913621,-0.9705322375809257,-0.27119388993922744,-1.008318181723272,-0.8520729310695998
